valve_no,taxon,no_of_species,no_of_p,no_of_fp,no_of_b,p_pc,fp_pc,b_pc,efficiency,no_of_p_min,no_of_p_oc,no_of_s_con,no_of_s_pin,no_of_a_ped,no_of_e_mic,p_min_pc,p_oc_pc,s_con_pc,s_pin_pc,a_ped_pc,e_mic_pc
405,Cyclotella ocellata,43,249,7,149,61.48148148148148,1.728395061728395,36.79012345679013,0.8938271604938272,66,180,6,1,8,16,16.296296296296298,44.44444444444444,1.4814814814814816,0.6711409395973155,1.9753086419753085,3.950617283950617
406,Cyclotella ocellata,43,250,7,149,61.57635467980296,1.7241379310344827,36.69950738916256,0.8940886699507389,66,181,6,1,8,16,16.25615763546798,44.58128078817734,1.477832512315271,0.6711409395973155,1.9704433497536946,3.9408866995073892
407,Navicula spp.,43,250,7,150,61.42506142506142,1.71990171990172,36.85503685503686,0.8943488943488943,66,181,6,1,8,16,16.216216216216218,44.47174447174447,1.4742014742014742,0.6666666666666667,1.9656019656019657,3.9312039312039313
408,Cyclotella minuscula,43,251,7,150,61.51960784313726,1.715686274509804,36.76470588235294,0.8946078431372549,67,181,6,1,8,16,16.42156862745098,44.36274509803921,1.4705882352941175,0.6666666666666667,1.9607843137254901,3.9215686274509802
409,Cyclotella ocellata,43,252,7,150,61.61369193154034,1.7114914425427872,36.674816625916876,0.8948655256723717,67,182,6,1,8,16,16.381418092909534,44.49877750611247,1.466992665036675,0.6666666666666667,1.9559902200488997,3.9119804400977993
410,Cyclotella minuscula,43,253,7,150,61.70731707317073,1.707317073170732,36.58536585365854,0.8951219512195122,68,182,6,1,8,16,16.585365853658537,44.390243902439025,1.4634146341463417,0.6666666666666667,1.951219512195122,3.902439024390244
411,Gomphonema sp. 1,43,253,7,151,61.55717761557178,1.70316301703163,36.73965936739659,0.8953771289537713,68,182,6,1,8,16,16.54501216545012,44.28223844282238,1.4598540145985401,0.6622516556291391,1.9464720194647203,3.8929440389294405
412,Gomphonema sp. 1,43,253,7,152,61.40776699029126,1.6990291262135921,36.89320388349515,0.8956310679611651,68,182,6,1,8,16,16.50485436893204,44.1747572815534,1.4563106796116505,0.6578947368421052,1.9417475728155338,3.8834951456310676
413,Encyonopsis microcephala,43,253,7,153,61.25907990314769,1.694915254237288,37.04600484261501,0.8958837772397095,68,182,6,1,8,17,16.46489104116223,44.06779661016949,1.4527845036319613,0.6535947712418301,1.937046004842615,4.116222760290557
414,Encyonopsis microcephala,43,253,7,154,61.111111111111114,1.6908212560386473,37.19806763285024,0.8961352657004831,68,182,6,1,8,18,16.425120772946862,43.96135265700483,1.4492753623188406,0.6493506493506493,1.932367149758454,4.3478260869565215
415,Cyclotella ocellata,43,254,7,154,61.204819277108435,1.6867469879518073,37.10843373493976,0.8963855421686747,68,183,6,1,8,18,16.3855421686747,44.096385542168676,1.4457831325301205,0.6493506493506493,1.9277108433734942,4.337349397590361
416,Cyclotella minuscula,43,255,7,154,61.29807692307693,1.6826923076923077,37.019230769230774,0.8966346153846154,69,183,6,1,8,18,16.58653846153846,43.99038461538461,1.4423076923076923,0.6493506493506493,1.9230769230769231,4.326923076923077
417,Cyclotella minuscula,43,256,7,154,61.39088729016786,1.6786570743405276,36.930455635491604,0.8968824940047961,70,183,6,1,8,18,16.786570743405278,43.884892086330936,1.4388489208633095,0.6493506493506493,1.9184652278177456,4.316546762589928
418,Gomphonema sp. 1,43,256,7,155,61.24401913875598,1.674641148325359,37.08133971291866,0.8971291866028708,70,183,6,1,8,18,16.74641148325359,43.7799043062201,1.4354066985645932,0.6451612903225806,1.9138755980861244,4.30622009569378
419,Placoneis balcanica,43,256,7,156,61.09785202863962,1.6706443914081146,37.23150357995227,0.8973747016706444,70,183,6,1,8,18,16.706443914081145,43.67541766109785,1.431980906921241,0.641025641025641,1.9093078758949882,4.295942720763723
420,Gomphonema sp. 1,43,256,7,157,60.952380952380956,1.6666666666666667,37.38095238095238,0.8976190476190476,70,183,6,1,8,18,16.666666666666664,43.57142857142857,1.4285714285714286,0.6369426751592357,1.9047619047619049,4.285714285714286
421,Cocconeis placentula,43,256,7,158,60.80760095011877,1.66270783847981,37.52969121140142,0.8978622327790974,70,183,6,1,8,18,16.6270783847981,43.46793349168646,1.4251781472684086,0.6329113924050633,1.9002375296912115,4.275534441805226
422,Cocconeis placentula,43,256,7,159,60.66350710900474,1.6587677725118484,37.677725118483416,0.8981042654028436,70,183,6,1,8,18,16.587677725118482,43.3649289099526,1.4218009478672986,0.628930817610063,1.8957345971563981,4.265402843601896
423,Cyclotella minuscula,43,257,7,159,60.7565011820331,1.6548463356973995,37.5886524822695,0.8983451536643026,71,183,6,1,8,18,16.78486997635934,43.262411347517734,1.4184397163120568,0.628930817610063,1.8912529550827424,4.25531914893617
424,Cyclotella minuscula,43,258,7,159,60.84905660377359,1.650943396226415,37.5,0.8985849056603774,72,183,6,1,8,18,16.9811320754717,43.160377358490564,1.4150943396226416,0.628930817610063,1.8867924528301887,4.245283018867925
425,Gomphonema pumilum,44,258,7,160,60.705882352941174,1.647058823529412,37.64705882352941,0.8964705882352941,72,183,6,1,8,18,16.941176470588236,43.05882352941177,1.411764705882353,0.625,1.8823529411764703,4.235294117647059
426,Cyclotella ocellata,44,259,7,160,60.798122065727696,1.643192488262911,37.558685446009385,0.8967136150234741,72,184,6,1,8,18,16.901408450704224,43.1924882629108,1.4084507042253522,0.625,1.8779342723004695,4.225352112676056
427,Gyrosigma accuminatum,45,259,7,161,60.65573770491803,1.639344262295082,37.704918032786885,0.8946135831381733,72,184,6,1,8,18,16.861826697892273,43.09133489461358,1.405152224824356,0.6211180124223602,1.873536299765808,4.215456674473068
428,Placoneis balcanica,45,259,7,162,60.51401869158879,1.6355140186915886,37.850467289719624,0.8948598130841121,72,184,6,1,8,18,16.822429906542055,42.99065420560748,1.4018691588785046,0.6172839506172839,1.8691588785046727,4.205607476635514
429,Placoneis balcanica,45,259,7,163,60.37296037296037,1.6317016317016315,37.995337995338,0.8951048951048951,72,184,6,1,8,18,16.783216783216783,42.89044289044289,1.3986013986013985,0.6134969325153374,1.8648018648018647,4.195804195804196
430,Diploneis marginestriata,46,259,7,164,60.23255813953489,1.627906976744186,38.139534883720934,0.8930232558139535,72,184,6,1,8,18,16.74418604651163,42.7906976744186,1.3953488372093024,0.6097560975609756,1.8604651162790697,4.186046511627907
431,Cyclotella ocellata,46,260,7,164,60.32482598607889,1.6241299303944314,38.05104408352668,0.8932714617169374,72,185,6,1,8,18,16.70533642691415,42.92343387470998,1.3921113689095126,0.6097560975609756,1.8561484918793503,4.176334106728538
432,Staurosirella pinnata,46,260,8,164,60.18518518518518,1.8518518518518516,37.96296296296296,0.8935185185185185,72,185,6,2,8,18,16.666666666666664,42.824074074074076,1.3888888888888888,1.2195121951219512,1.8518518518518516,4.166666666666666
433,Staurosirella pinnata,46,260,9,164,60.046189376443415,2.0785219399538106,37.87528868360277,0.8937644341801385,72,185,6,3,8,18,16.628175519630485,42.725173210161664,1.3856812933025404,1.8292682926829267,1.8475750577367205,4.157043879907621
434,Staurosirella pinnata,46,260,10,164,59.907834101382484,2.3041474654377883,37.78801843317972,0.8940092165898618,72,185,6,4,8,18,16.589861751152075,42.626728110599075,1.3824884792626728,2.4390243902439024,1.8433179723502304,4.147465437788019
435,Staurosirella pinnata,46,260,11,164,59.77011494252874,2.528735632183908,37.701149425287355,0.8942528735632184,72,185,6,5,8,18,16.551724137931036,42.5287356321839,1.3793103448275863,3.048780487804878,1.839080459770115,4.137931034482759
436,Staurosirella pinnata,46,260,12,164,59.63302752293578,2.7522935779816518,37.61467889908257,0.8944954128440367,72,185,6,6,8,18,16.51376146788991,42.43119266055046,1.3761467889908259,3.6585365853658534,1.834862385321101,4.128440366972478
437,Staurosirella pinnata,46,260,13,164,59.49656750572082,2.9748283752860414,37.52860411899314,0.8947368421052632,72,185,6,7,8,18,16.475972540045767,42.33409610983982,1.3729977116704806,4.2682926829268295,1.8306636155606408,4.118993135011442
438,Diploneis marginestriata,46,260,13,165,59.3607305936073,2.968036529680365,37.67123287671233,0.8949771689497716,72,185,6,7,8,18,16.43835616438356,42.23744292237443,1.36986301369863,4.242424242424243,1.82648401826484,4.10958904109589
439,Cyclotella ocellata,46,261,13,165,59.453302961275625,2.9612756264236904,37.58542141230068,0.8952164009111617,72,186,6,7,8,18,16.40091116173121,42.369020501138955,1.366742596810934,4.242424242424243,1.8223234624145785,4.100227790432802
440,Achnanthidium minutissimum,46,261,13,166,59.31818181818181,2.9545454545454546,37.72727272727273,0.8954545454545455,72,186,6,7,8,18,16.363636363636363,42.27272727272727,1.3636363636363635,4.216867469879518,1.8181818181818181,4.090909090909091
441,Cyclotella ocellata,46,262,13,166,59.410430839002274,2.947845804988662,37.641723356009074,0.8956916099773242,72,187,6,7,8,18,16.3265306122449,42.40362811791383,1.3605442176870748,4.216867469879518,1.8140589569160999,4.081632653061225
442,Cyclotella ocellata,46,263,13,166,59.502262443438916,2.941176470588235,37.55656108597285,0.8959276018099548,72,188,6,7,8,18,16.289592760180994,42.53393665158371,1.3574660633484164,4.216867469879518,1.809954751131222,4.072398190045249
443,Gomphonema spp.,46,263,13,167,59.36794582392777,2.9345372460496613,37.69751693002257,0.8961625282167043,72,188,6,7,8,18,16.252821670428894,42.43792325056434,1.3544018058690745,4.191616766467066,1.805869074492099,4.063205417607223
444,Epithemia sorex,46,263,13,168,59.23423423423423,2.9279279279279278,37.83783783783784,0.8963963963963963,72,188,6,7,8,18,16.216216216216218,42.34234234234234,1.3513513513513513,4.166666666666666,1.8018018018018018,4.054054054054054
445,Achnanthidium minutissimum,46,263,13,169,59.10112359550562,2.9213483146067416,37.97752808988764,0.8966292134831461,72,188,6,7,8,18,16.179775280898877,42.247191011235955,1.348314606741573,4.142011834319527,1.7977528089887642,4.044943820224719
446,Cyclotella ocellata,46,264,13,169,59.19282511210763,2.914798206278027,37.89237668161435,0.8968609865470852,72,189,6,7,8,18,16.143497757847534,42.37668161434978,1.345291479820628,4.142011834319527,1.7937219730941705,4.0358744394618835
447,Cyclotella ocellata,46,265,13,169,59.28411633109619,2.9082774049217,37.8076062639821,0.8970917225950783,72,190,6,7,8,18,16.10738255033557,42.505592841163306,1.342281879194631,4.142011834319527,1.7897091722595078,4.026845637583892
448,Cyclotella ocellata,46,266,13,169,59.375,2.9017857142857144,37.723214285714285,0.8973214285714286,72,191,6,7,8,18,16.071428571428573,42.63392857142857,1.3392857142857142,4.142011834319527,1.7857142857142856,4.017857142857143
449,Cyclotella ocellata,46,267,13,169,59.46547884187082,2.89532293986637,37.639198218262806,0.8975501113585747,72,192,6,7,8,18,16.035634743875278,42.761692650334076,1.3363028953229399,4.142011834319527,1.7817371937639197,4.008908685968819
450,Encyonopsis microcephala,46,267,13,170,59.333333333333336,2.888888888888889,37.77777777777778,0.8977777777777778,72,192,6,7,8,19,16,42.66666666666667,1.3333333333333335,4.117647058823529,1.7777777777777777,4.222222222222222
451,Cyclotella minuscula,46,268,13,170,59.42350332594235,2.882483370288248,37.6940133037694,0.8980044345898004,73,192,6,7,8,19,16.186252771618626,42.572062084257205,1.3303769401330376,4.117647058823529,1.7738359201773837,4.212860310421286
452,Cyclotella ocellata,46,269,13,170,59.51327433628318,2.8761061946902653,37.610619469026545,0.8982300884955752,73,193,6,7,8,19,16.150442477876105,42.69911504424779,1.3274336283185841,4.117647058823529,1.7699115044247788,4.20353982300885
453,Cyclotella ocellata,46,270,13,170,59.60264900662252,2.869757174392936,37.52759381898454,0.8984547461368654,73,194,6,7,8,19,16.114790286975715,42.82560706401766,1.3245033112582782,4.117647058823529,1.7660044150110374,4.194260485651214
454,Cyclotella ocellata,46,271,13,170,59.691629955947135,2.8634361233480177,37.44493392070485,0.8986784140969163,73,195,6,7,8,19,16.079295154185022,42.951541850220266,1.3215859030837005,4.117647058823529,1.762114537444934,4.185022026431718
455,Amphora pediculus,46,271,13,171,59.56043956043956,2.857142857142857,37.582417582417584,0.8989010989010989,73,195,6,7,9,19,16.043956043956044,42.857142857142854,1.3186813186813187,4.093567251461988,1.9780219780219779,4.175824175824175
456,Encyonopsis microcephala,46,271,13,172,59.42982456140351,2.850877192982456,37.719298245614034,0.8991228070175439,73,195,6,7,9,20,16.00877192982456,42.76315789473684,1.3157894736842104,4.069767441860465,1.9736842105263157,4.385964912280701
457,Pseudostaurosira brevistriata,47,271,14,172,59.29978118161926,3.063457330415755,37.63676148796499,0.8971553610503282,73,195,6,7,9,20,15.973741794310722,42.669584245076585,1.312910284463895,4.069767441860465,1.9693654266958425,4.3763676148796495
458,Cyclotella ocellata,47,272,14,172,59.388646288209614,3.056768558951965,37.55458515283843,0.8973799126637555,73,196,6,7,9,20,15.938864628820962,42.79475982532751,1.3100436681222707,4.069767441860465,1.9650655021834063,4.366812227074235
459,Cyclotella ocellata,47,273,14,172,59.47712418300654,3.0501089324618738,37.47276688453159,0.8976034858387799,73,197,6,7,9,20,15.904139433551197,42.91938997821351,1.3071895424836601,4.069767441860465,1.9607843137254901,4.357298474945534
460,Naviculoid spp.,47,273,14,173,59.34782608695652,3.0434782608695654,37.608695652173914,0.8978260869565218,73,197,6,7,9,20,15.869565217391305,42.82608695652174,1.3043478260869565,4.046242774566474,1.956521739130435,4.3478260869565215
461,Amphora aequalis,47,273,14,174,59.219088937093275,3.036876355748373,37.744034707158356,0.8980477223427332,73,197,6,7,9,20,15.835140997830802,42.73318872017354,1.3015184381778742,4.022988505747127,1.9522776572668112,4.3383947939262475
462,Encyonopsis microcephala,47,273,14,175,59.09090909090909,3.0303030303030303,37.878787878787875,0.8982683982683983,73,197,6,7,9,21,15.800865800865802,42.64069264069264,1.2987012987012987,4,1.948051948051948,4.545454545454546
463,Encyonopsis microcephala,47,273,14,176,58.963282937365015,3.023758099352052,38.01295896328294,0.8984881209503239,73,197,6,7,9,22,15.766738660907128,42.54859611231102,1.2958963282937366,3.977272727272727,1.9438444924406046,4.751619870410368
464,Placoneis spp.,47,273,14,177,58.83620689655172,3.0172413793103448,38.146551724137936,0.8987068965517242,73,197,6,7,9,22,15.732758620689655,42.456896551724135,1.293103448275862,3.954802259887006,1.9396551724137931,4.741379310344827
465,Cyclotella ocellata,47,274,14,177,58.924731182795696,3.010752688172043,38.064516129032256,0.8989247311827957,73,198,6,7,9,22,15.698924731182796,42.58064516129032,1.2903225806451613,3.954802259887006,1.935483870967742,4.731182795698925
466,Cyclotella ocellata,47,275,14,177,59.01287553648069,3.004291845493562,37.98283261802575,0.8991416309012875,73,199,6,7,9,22,15.665236051502147,42.70386266094421,1.2875536480686696,3.954802259887006,1.9313304721030045,4.721030042918455
467,Epithemia adnata,47,275,14,178,58.886509635974306,2.9978586723768736,38.11563169164882,0.8993576017130621,73,199,6,7,9,22,15.631691648822269,42.61241970021413,1.284796573875803,3.932584269662921,1.9271948608137044,4.710920770877944
468,Cyclotella ocellata,47,276,14,178,58.97435897435898,2.9914529914529915,38.034188034188034,0.8995726495726496,73,200,6,7,9,22,15.598290598290598,42.73504273504273,1.282051282051282,3.932584269662921,1.9230769230769231,4.700854700854701
469,Cyclotella ocellata,47,277,14,178,59.06183368869936,2.9850746268656714,37.953091684434966,0.8997867803837953,73,201,6,7,9,22,15.56503198294243,42.857142857142854,1.279317697228145,3.932584269662921,1.9189765458422177,4.690831556503198
470,Cyclotella minuscula,47,278,14,178,59.148936170212764,2.9787234042553195,37.87234042553192,0.9,74,201,6,7,9,22,15.74468085106383,42.765957446808514,1.276595744680851,3.932584269662921,1.9148936170212765,4.680851063829787
471,Achnanthidium minutissimum,47,278,14,179,59.023354564755834,2.9723991507431,38.004246284501065,0.9002123142250531,74,201,6,7,9,22,15.711252653927813,42.675159235668794,1.2738853503184715,3.910614525139665,1.910828025477707,4.670912951167728
472,Encyonopsis microcephala,47,278,14,180,58.89830508474576,2.9661016949152543,38.13559322033898,0.9004237288135594,74,201,6,7,9,23,15.677966101694915,42.58474576271186,1.2711864406779663,3.888888888888889,1.9067796610169492,4.872881355932203
473,Cyclotella minuscula,47,279,14,180,58.985200845665965,2.9598308668076108,38.05496828752643,0.9006342494714588,75,201,6,7,9,23,15.856236786469344,42.49471458773784,1.2684989429175475,3.888888888888889,1.9027484143763214,4.862579281183932
474,Cyclotella minuscula,47,280,14,180,59.07172995780591,2.9535864978902953,37.9746835443038,0.9008438818565401,76,201,6,7,9,23,16.033755274261605,42.405063291139236,1.2658227848101267,3.888888888888889,1.89873417721519,4.852320675105485
475,Cyclotella minuscula,47,281,14,180,59.15789473684211,2.9473684210526314,37.89473684210527,0.9010526315789473,77,201,6,7,9,23,16.210526315789473,42.31578947368421,1.263157894736842,3.888888888888889,1.8947368421052633,4.842105263157895
476,Gomphonema spp.,47,281,14,181,59.03361344537815,2.941176470588235,38.02521008403361,0.9012605042016807,77,201,6,7,9,23,16.176470588235293,42.226890756302524,1.2605042016806722,3.867403314917127,1.8907563025210083,4.831932773109244
477,Gomphonema spp.,47,281,14,182,58.909853249475894,2.9350104821802936,38.15513626834382,0.9014675052410901,77,201,6,7,9,23,16.142557651991616,42.138364779874216,1.257861635220126,3.8461538461538463,1.8867924528301887,4.821802935010482
478,Cocconeis placentula,47,281,14,183,58.78661087866108,2.928870292887029,38.28451882845189,0.901673640167364,77,201,6,7,9,23,16.10878661087866,42.05020920502092,1.2552301255230125,3.825136612021858,1.882845188284519,4.811715481171548
479,Cyclotella ocellata,47,282,14,183,58.872651356993735,2.9227557411273484,38.20459290187891,0.9018789144050104,77,202,6,7,9,23,16.075156576200417,42.17118997912318,1.2526096033402923,3.825136612021858,1.8789144050104383,4.801670146137787
480,Cyclotella ocellata,47,283,14,183,58.958333333333336,2.9166666666666665,38.125,0.9020833333333333,77,203,6,7,9,23,16.041666666666668,42.291666666666664,1.25,3.825136612021858,1.875,4.791666666666667
481,Cyclotella ocellata,47,284,14,183,59.04365904365905,2.9106029106029108,38.04573804573805,0.9022869022869022,77,204,6,7,9,23,16.008316008316008,42.41164241164241,1.2474012474012475,3.825136612021858,1.8711018711018712,4.781704781704782
482,Cyclotella ocellata,47,285,14,183,59.128630705394194,2.904564315352697,37.96680497925311,0.9024896265560166,77,205,6,7,9,23,15.975103734439832,42.531120331950206,1.2448132780082988,3.825136612021858,1.8672199170124482,4.771784232365145
483,Cyclotella ocellata,47,286,14,183,59.21325051759835,2.898550724637681,37.88819875776397,0.9026915113871635,77,206,6,7,9,23,15.942028985507244,42.65010351966873,1.2422360248447204,3.825136612021858,1.8633540372670807,4.761904761904762
484,Cyclotella ocellata,47,287,14,183,59.29752066115702,2.8925619834710745,37.8099173553719,0.9028925619834711,77,207,6,7,9,23,15.909090909090908,42.768595041322314,1.2396694214876034,3.825136612021858,1.859504132231405,4.75206611570248
485,Cyclotella ocellata,47,288,14,183,59.381443298969074,2.88659793814433,37.7319587628866,0.9030927835051547,77,208,6,7,9,23,15.876288659793813,42.88659793814433,1.2371134020618557,3.825136612021858,1.8556701030927836,4.742268041237113
486,Fallacia helensis,47,288,14,184,59.25925925925925,2.880658436213992,37.86008230452675,0.9032921810699588,77,208,6,7,9,23,15.843621399176955,42.79835390946502,1.2345679012345678,3.804347826086957,1.8518518518518516,4.732510288065844
487,Fallacia helensis,47,288,14,185,59.13757700205339,2.8747433264887063,37.98767967145791,0.9034907597535934,77,208,6,7,9,23,15.811088295687886,42.71047227926078,1.2320328542094456,3.783783783783784,1.8480492813141685,4.722792607802875
488,Navicula reinhardtii,47,288,14,186,59.01639344262295,2.8688524590163933,38.114754098360656,0.9036885245901639,77,208,6,7,9,23,15.778688524590164,42.62295081967213,1.2295081967213115,3.763440860215054,1.8442622950819672,4.713114754098361
489,Fallacia helensis,47,288,14,187,58.895705521472394,2.8629856850715747,38.24130879345603,0.9038854805725971,77,208,6,7,9,23,15.746421267893659,42.535787321063395,1.2269938650306749,3.7433155080213902,1.8404907975460123,4.703476482617587
490,Fallacia helensis,47,288,14,188,58.77551020408164,2.857142857142857,38.36734693877551,0.9040816326530612,77,208,6,7,9,23,15.714285714285714,42.44897959183673,1.2244897959183674,3.723404255319149,1.8367346938775513,4.6938775510204085
491,Cyclotella ocellata,47,289,14,188,58.85947046843177,2.8513238289205702,38.289205702647656,0.9042769857433809,77,209,6,7,9,23,15.682281059063136,42.56619144602851,1.2219959266802443,3.723404255319149,1.8329938900203666,4.684317718940937
492,Cyclotella ocellata,47,290,14,188,58.94308943089431,2.8455284552845526,38.21138211382114,0.9044715447154471,77,210,6,7,9,23,15.650406504065039,42.68292682926829,1.2195121951219512,3.723404255319149,1.8292682926829267,4.67479674796748
493,Gomphonema sp. 1,47,290,14,189,58.82352941176471,2.839756592292089,38.33671399594321,0.9046653144016227,77,210,6,7,9,23,15.618661257606492,42.59634888438134,1.2170385395537524,3.7037037037037033,1.8255578093306288,4.665314401622718
494,Cyclotella ocellata,47,291,14,189,58.906882591093115,2.834008097165992,38.25910931174089,0.9048582995951417,77,211,6,7,9,23,15.587044534412955,42.71255060728745,1.214574898785425,3.7037037037037033,1.8218623481781375,4.65587044534413
495,Navicula antonii,47,291,14,190,58.78787878787879,2.8282828282828283,38.38383838383838,0.9050505050505051,77,211,6,7,9,23,15.555555555555555,42.62626262626263,1.2121212121212122,3.684210526315789,1.8181818181818181,4.646464646464646
496,Naviculoid spp.,47,291,14,191,58.66935483870967,2.82258064516129,38.50806451612903,0.905241935483871,77,211,6,7,9,23,15.524193548387096,42.54032258064516,1.2096774193548387,3.664921465968586,1.8145161290322582,4.637096774193548
497,Cyclotella ocellata,47,292,14,191,58.752515090543255,2.8169014084507045,38.43058350100604,0.9054325955734407,77,212,6,7,9,23,15.492957746478872,42.6559356136821,1.2072434607645874,3.664921465968586,1.8108651911468814,4.627766599597585
498,Cyclotella ocellata,47,293,14,191,58.835341365461844,2.8112449799196786,38.35341365461847,0.9056224899598394,77,213,6,7,9,23,15.461847389558233,42.77108433734939,1.2048192771084338,3.664921465968586,1.8072289156626504,4.618473895582329
499,Cyclotella minuscula,47,294,14,191,58.91783567134269,2.80561122244489,38.276553106212425,0.905811623246493,78,213,6,7,9,23,15.631262525050099,42.68537074148296,1.2024048096192386,3.664921465968586,1.8036072144288577,4.609218436873747
500,Cocconeis placentula,47,294,14,192,58.8,2.8000000000000003,38.4,0.906,78,213,6,7,9,23,15.6,42.6,1.2,3.6458333333333335,1.7999999999999998,4.6
501,Encyonopsis microcephala,47,294,14,193,58.68263473053892,2.7944111776447107,38.522954091816366,0.906187624750499,78,213,6,7,9,24,15.568862275449103,42.51497005988024,1.1976047904191618,3.6269430051813467,1.7964071856287425,4.790419161676647
502,Cyclotella ocellata,47,295,14,193,58.76494023904383,2.788844621513944,38.44621513944223,0.9063745019920318,78,214,6,7,9,24,15.53784860557769,42.62948207171315,1.1952191235059761,3.6269430051813467,1.7928286852589643,4.780876494023905
